Data;Medicao
2022-06-21;182209.454583
2022-06-22;253471.870657
2022-06-23;264918.557664
2022-06-24;268179.988292
2022-06-25;185772.35036000004
2022-06-26;103364.71242800003
2022-06-27;20957.074496
2022-06-28;262317.497973
2022-06-29;254861.899214
2022-06-30;258175.730421
2022-07-01;187098.347623
2022-07-02;255919.812746
2022-07-03;262985.594261
2022-07-04;261957.111391
2022-07-05;266938.477543
2022-07-06;266259.447377
2022-07-07;251442.712706
2022-07-08;147428.838023
2022-07-09;99449.034367
2022-07-10;86840.401784
2022-07-11;121368.287789
2022-07-12;110820.297063
2022-07-13;87859.65912
2022-07-14;125092.703174
2022-07-15;148941.855771
2022-07-16;161636.379211
2022-07-17;100340.657766
2022-07-18;202745.922206
2022-07-19;100672.314072
2022-07-20;130954.054942
2022-07-21;96124.62181
2022-07-22;93507.370626
2022-07-23;149227.52304
2022-07-24;125140.440328
2022-07-25;255929.080416
2022-07-26;104928.452971
2022-07-27;58478.062907
2022-07-28;92517.313321
2022-07-29;93848.775171
2022-07-30;78712.06554725001
2022-07-31;63575.3559235
2022-08-01;48438.64629975
2022-08-02;33301.936676
2022-08-03;12366.457708
2022-08-04;19340.673473
2022-08-05;218736.086578
2022-08-06;35908.864832
2022-08-07;103109.715952
2022-08-08;41780.681068
2022-08-09;59391.594387
2022-08-10;34036.398216
2022-08-11;229106.22093
2022-08-12;134870.980807
2022-08-13;83609.191577
2022-08-14;146304.655765
2022-08-15;167197.541167
2022-08-16;197804.99759
2022-08-17;167764.01135
2022-08-18;257205.849497
2022-08-19;109554.680951
2022-08-20;114778.941813
2022-08-21;193186.325739
2022-08-22;200674.781647
2022-08-23;153088.044086
2022-08-24;76140.572894
2022-08-25;59240.450946
2022-08-26;64719.961249
2022-08-27;113138.704537
2022-08-28;114178.596977
2022-08-29;71314.441778
2022-08-30;196149.117611
2022-08-31;314817.722517
2022-09-01;331306.287282
2022-09-02;75999.427176
2022-09-03;100832.739569
2022-09-04;132046.066326
2022-09-05;118331.793308
2022-09-06;234054.012437
2022-09-07;240359.003133
2022-09-08;71070.773
2022-09-09;146196.15475
2022-09-10;114960.868673
2022-09-11;127742.627144
2022-09-12;103511.626343
2022-09-13;63583.564946
2022-09-14;167526.32319
2022-09-15;63760.252552
2022-09-16;25860.435625
2022-09-17;21553.152466
2022-09-18;71597.403967
2022-09-19;133930.127639
2022-09-20;128639.847291
2022-09-21;177080.881073
2022-09-22;36919.09252
2022-09-23;245887.306983
2022-09-24;296162.041764
2022-09-25;166372.493051
2022-09-26;117538.885685
2022-09-27;25423.149783
2022-09-28;69594.622168
2022-09-29;22021.66329
2022-09-30;70677.63221
